RAW_TP10,RAW_AF7,RAW_AF8,RAW_TP9,class
291.3186950683590,569.7435913085940,1446.5201416015600,0.0,1
106.37362670898400,912.6373901367190,0.0,1132.6373291015600,1
180.10989379882800,598.7545776367190,696.6666870117190,67.28937530517580,1
149.08424377441400,624.1392211914060,0.0,39.08424758911130,1
273.1867980957030,1000.879150390630,1608.4981689453100,1405.018310546880,1
162.38095092773400,917.4725341796880,361.025634765625,1133.84619140625,1
252.63735961914100,734.945068359375,1641.5384521484400,116.84981536865200,1
120.47618865966800,620.5128173828130,152.3076934814450,0.0,1
261.5018310546880,687.3992919921880,1054.871826171880,99.52381134033200,1
126.92308044433600,766.7765502929690,443.6263732910160,318.71795654296900,1
246.59339904785200,740.989013671875,400.5128173828130,402.5274658203130,1
236.92308044433600,730.10986328125,1407.032958984380,190.58607482910200,1
122.0879135131840,583.040283203125,0.0,0.0,1
251.8314971923830,850.5860595703130,1598.4249267578100,944.06591796875,1
206.7032928466800,786.1171875,1571.025634765630,506.8864440917970,1
180.91575622558600,678.1318969726560,0.0,73.33333587646480,1
256.6666564941410,691.4285888671880,1548.05859375,97.9120864868164,1
217.9853515625,618.901123046875,193.8095245361330,0.0,1
288.4981689453130,693.040283203125,1412.6739501953100,98.71794891357420,1
137.39926147460900,597.1428833007810,222.41758728027300,0.8058608174324040,1
120.07325744628900,718.4249267578130,188.974365234375,327.5824279785160,1
268.3516540527340,594.7252807617190,803.8461303710940,0.0,1
287.69232177734400,755.4945068359380,1371.97802734375,294.945068359375,1
155.93406677246100,558.05859375,0.0,0.0,1
163.99267578125,662.8204956054690,827.2161254882810,72.12454223632810,1
193.8095245361330,765.5677490234380,302.6007385253910,388.02197265625,1
99.92674255371090,719.6337280273440,0.0,153.11355590820300,1
136.59339904785200,605.6043701171880,0.0,0.0,1
276.4102478027340,950.915771484375,1534.3590087890600,1351.025634765630,1
174.87179565429700,601.1721801757810,0.0,28.60805892944340,1
147.4725341796880,842.12451171875,544.7619018554690,809.084228515625,1
126.92308044433600,653.9560546875,67.28937530517580,0.0,1
226.04396057128900,867.5091552734380,1293.4066162109400,827.2161254882810,1
287.69232177734400,573.7728881835940,1041.172119140630,17.72893714904790,1
244.57875061035200,584.2490844726560,369.0842590332030,16.5201473236084,1
282.4542236328130,585.4578857421880,1492.05126953125,1.6117216348648100,1
139.41392517089800,695.054931640625,665.6410522460940,188.974365234375,1
269.1575012207030,589.89013671875,1570.2197265625,0.0,1
126.52014923095700,683.7728881835940,0.0,180.5128173828130,1
223.62637329101600,744.6153564453130,367.8754577636720,168.42491149902300,1
127.72893524169900,600.7692260742190,294.1391906738280,0.0,1
254.24908447265600,579.4139404296880,1550.0732421875,0.0,1
89.85347747802730,798.6080322265630,0.0,897.3259887695310,1
254.24908447265600,652.7472534179690,682.5640869140630,85.4212417602539,1
190.989013671875,613.2600708007810,982.3442993164060,0.0,1
182.5274658203130,938.02197265625,224.8351593017580,1285.7509765625,1
289.70697021484400,709.1575317382810,1542.4176025390600,112.0146484375,1
105.16483306884800,741.3919677734380,0.0,257.0696105957030,1
294.1391906738280,703.5164794921880,1433.223388671880,136.59339904785200,1
277.6190490722660,607.2161254882810,1513.003662109380,19.340660095214800,1
273.1867980957030,601.1721801757810,908.2051391601560,0.0,1
107.17948913574200,585.4578857421880,110.80586242675800,46.336997985839800,1
237.72894287109400,730.5128173828130,45.53113555908200,346.5201416015630,1
256.26373291015600,637.032958984375,480.29302978515600,0.0,1
152.3076934814450,672.4908447265630,614.8717651367190,53.589744567871100,1
220.40292358398400,572.5640869140630,1380.4395751953100,0.0,1
156.3369903564450,594.3223266601560,0.0,24.578754425048800,1
119.67032623291000,874.7619018554690,896.5201416015630,1124.5787353515600,1
108.38827514648400,680.1465454101560,0.0,120.47618865966800,1
132.96702575683600,765.970703125,0.0,514.5421142578130,1
262.71063232421900,699.4871826171880,1434.029296875,351.3553161621090,1
