RAW_TP10,RAW_AF7,RAW_AF8,RAW_TP9
291.3186950683594,569.7435913085938,1446.5201416015625,0.0
106.37362670898438,912.6373901367188,0.0,1132.6373291015625
180.10989379882812,598.7545776367188,696.6666870117188,67.28937530517578
149.08424377441406,624.1392211914062,0.0,39.08424758911133
273.1867980957031,1000.879150390625,1608.4981689453125,1405.018310546875
162.38095092773438,917.4725341796875,361.025634765625,1133.84619140625
252.63735961914062,734.945068359375,1641.5384521484375,116.84981536865234
120.47618865966797,620.5128173828125,152.3076934814453,0.0
261.5018310546875,687.3992919921875,1054.871826171875,99.52381134033203
126.92308044433594,766.7765502929688,443.6263732910156,318.71795654296875
246.59339904785156,740.989013671875,400.5128173828125,402.5274658203125
236.92308044433594,730.10986328125,1407.032958984375,190.58607482910156
122.0879135131836,583.040283203125,0.0,0.0
251.8314971923828,850.5860595703125,1598.4249267578125,944.06591796875
206.7032928466797,786.1171875,1571.025634765625,506.8864440917969
180.91575622558594,678.1318969726562,0.0,73.33333587646484
256.6666564941406,691.4285888671875,1548.05859375,97.9120864868164
217.9853515625,618.901123046875,193.8095245361328,0.0
288.4981689453125,693.040283203125,1412.6739501953125,98.71794891357422
137.39926147460938,597.1428833007812,222.41758728027344,0.8058608174324036
120.07325744628906,718.4249267578125,188.974365234375,327.5824279785156
268.3516540527344,594.7252807617188,803.8461303710938,0.0
287.69232177734375,755.4945068359375,1371.97802734375,294.945068359375
155.93406677246094,558.05859375,0.0,0.0
163.99267578125,662.8204956054688,827.2161254882812,72.12454223632812
193.8095245361328,765.5677490234375,302.6007385253906,388.02197265625
99.92674255371094,719.6337280273438,0.0,153.11355590820312
136.59339904785156,605.6043701171875,0.0,0.0
276.4102478027344,950.915771484375,1534.3590087890625,1351.025634765625
174.87179565429688,601.1721801757812,0.0,28.60805892944336
147.4725341796875,842.12451171875,544.7619018554688,809.084228515625
126.92308044433594,653.9560546875,67.28937530517578,0.0
226.04396057128906,867.5091552734375,1293.4066162109375,827.2161254882812
287.69232177734375,573.7728881835938,1041.172119140625,17.72893714904785
244.57875061035156,584.2490844726562,369.0842590332031,16.5201473236084
282.4542236328125,585.4578857421875,1492.05126953125,1.6117216348648071
139.41392517089844,695.054931640625,665.6410522460938,188.974365234375
269.1575012207031,589.89013671875,1570.2197265625,0.0
126.52014923095703,683.7728881835938,0.0,180.5128173828125
223.62637329101562,744.6153564453125,367.8754577636719,168.42491149902344
127.72893524169922,600.7692260742188,294.1391906738281,0.0
254.24908447265625,579.4139404296875,1550.0732421875,0.0
89.85347747802734,798.6080322265625,0.0,897.3259887695312
254.24908447265625,652.7472534179688,682.5640869140625,85.4212417602539
190.989013671875,613.2600708007812,982.3442993164062,0.0
182.5274658203125,938.02197265625,224.8351593017578,1285.7509765625
289.70697021484375,709.1575317382812,1542.4176025390625,112.0146484375
105.16483306884766,741.3919677734375,0.0,257.0696105957031
294.1391906738281,703.5164794921875,1433.223388671875,136.59339904785156
277.6190490722656,607.2161254882812,1513.003662109375,19.340660095214844
273.1867980957031,601.1721801757812,908.2051391601562,0.0
107.17948913574219,585.4578857421875,110.80586242675781,46.336997985839844
237.72894287109375,730.5128173828125,45.53113555908203,346.5201416015625
256.26373291015625,637.032958984375,480.29302978515625,0.0
152.3076934814453,672.4908447265625,614.8717651367188,53.589744567871094
220.40292358398438,572.5640869140625,1380.4395751953125,0.0
156.3369903564453,594.3223266601562,0.0,24.578754425048828
119.67032623291016,874.7619018554688,896.5201416015625,1124.5787353515625
108.38827514648438,680.1465454101562,0.0,120.47618865966797
132.96702575683594,765.970703125,0.0,514.5421142578125
262.71063232421875,699.4871826171875,1434.029296875,351.3553161621094
219.1941375732422,571.7582397460938,183.73626708984375,0.0
118.86447143554688,729.3040161132812,225.64102172851562,164.39559936523438
182.5274658203125,574.1758422851562,0.0,0.0
147.06959533691406,624.945068359375,0.0,0.0
168.02197265625,928.3516235351562,1377.216064453125,1153.186767578125
107.5824203491211,723.6630249023438,37.06959533691406,270.3663024902344
232.08790588378906,757.5091552734375,1620.5860595703125,260.29302978515625
256.26373291015625,798.6080322265625,1242.234375,719.6337280273438
258.6813049316406,835.6776733398438,1639.120849609375,781.6849975585938
280.03662109375,677.7289428710938,1305.091552734375,128.53480529785156
150.6959686279297,628.974365234375,332.8205261230469,0.0
134.981689453125,621.7216186523438,0.0,0.0
284.0659484863281,651.1355590820312,1596.813232421875,60.03662872314453
224.029296875,670.879150390625,1092.3443603515625,0.0
125.31135559082031,655.1648559570312,0.0,95.4945068359375
213.55311584472656,825.2014770507812,880.8058471679688,894.908447265625
248.60806274414062,693.040283203125,635.8241577148438,47.9487190246582
183.3333282470703,580.6226806640625,652.7472534179688,0.0
186.15383911132812,585.054931640625,0.0,1.6117216348648071
124.9084243774414,605.6043701171875,29.816850662231445,14.505494117736816
290.1098937988281,639.4505615234375,1164.06591796875,42.30769348144531
300.5860900878906,773.6264038085938,70.10989379882812,571.7582397460938
246.996337890625,597.1428833007812,1541.208740234375,0.0
113.22344207763672,697.069580078125,242.56410217285156,335.6410217285156
152.3076934814453,822.3809814453125,1293.003662109375,799.8168334960938
132.1611785888672,826.8131713867188,0.0,875.1648559570312
282.8571472167969,670.879150390625,1581.098876953125,0.0
269.96337890625,667.2527465820312,722.4542236328125,127.32600402832031
233.6996307373047,768.7911987304688,557.6557006835938,297.3626403808594
141.025634765625,722.8571166992188,525.4212646484375,237.3260040283203
110.0,749.8534545898438,0.0,332.8205261230469
271.5751037597656,643.8828125,1551.6849365234375,0.0
205.4945068359375,684.981689453125,0.0,195.8241729736328
