RAW_TP10
291.3
106.3
180.1
149.0
273.1
162.3
252.6
120.4
261.5
246.5
236.9
122.0
251.8
206.7
180.9
256.6
217.9
288.4
137.3
120.0
268.3
287.6
155.9
163.9
193.8
99.92
136.5
276.4
174.8
147.4
126.9
226.0
287.6
244.5
282.4
139.4
269.1
126.5
223.6
127.7
254.2
89.85
254.2
190.9
182.5
289.7
105.1
294.1
277.6
273.1
107.1
237.7
256.2
152.3
220.4
156.3
119.6
108.3
132.9
262.7
219.1
118.8
182.5
147.0
168.0
107.5
232.0
256.2
258.6
280.0
150.6
134.9
284.0
224.0
125.3
213.5
248.6
183.3
186.1
124.9
290.1
300.5
246.9
113.2
152.3
132.1
282.8
269.9
233.6
141.0
110.
271.5
205.4
90.25
287.2
152.7
207.9
144.6
149.4
103.5
267.9
116.0
262.7
261.9
96.30
209.5
234.5
252.6
132.1
140.2
230.8
299.3
156.7
176.0
118.4
285.6
197.4
112.8
272.7
153.1
276.8
111.2
101.9
248.2
221.6
219.1
98.71
279.6
178.9
186.1
275.6
261.9
238.1
255.4
105.5
200.6
133.7
149.4
124.1
149.4
185.7
271.5
278.0
91.86
152.3
248.6
141.8
118.8
221.6
116.8
292.1
264.3
148.2
227.6
266.7
199.4
119.2
278.0
192.6
116.4
241.7
188.5
111.2
89.85
230.0
164.7
265.1
242.9
103.9
124.5
118.8
105.5
293.7
254.2
199.8
173.6
288.9
215.9
184.9
282.0
289.3
188.5
107.9
133.7
259.8
238.5
126.9
148.2
223.6
258.6
102.3
282.8
254.2
260.6
146.2
122.4
164.7
129.3
251.8
171.6
288.4
107.5
246.1
283.6
211.5
114.4
201.4
117.6
182.5
289.3
252.6
132.1
159.9
281.6
262.3
182.5
133.7
296.5
124.5
199.8
217.1
183.3
116.0
143.8
276.0
285.6
242.1
262.7
144.2
219.5
297.3
136.5
221.2
314.6
150.2
280.0
168.0
255.0
129.7
340.4
272.3
296.1
174.0
313.4
203.0
324.3
193.4
320.3
153.5
190.9
141.4
296.9
205.0
246.5
128.5
194.6
289.7
235.3
124.5
158.7
264.7
273.5
171.2
149.4
184.5
260.6
292.9
127.3
224.4
306.2
226.0
128.1
288.4
188.1
238.5
107.1
125.7
273.5
272.7
109.1
136.1
229.2
278.4
153.9
91.46
214.3
297.7
213.5
103.5
276.4
162.3
241.3
120.8
148.2
263.9
269.9
149.4
115.2
226.0
193.8
267.9
199.0
196.6
127.7
126.1
237.3
280.0
110.4
87.83
248.2
117.2
230.4
291.3
188.9
224.4
289.3
149.4
98.71
190.9
102.3
244.1
112.4
271.1
282.8
264.3
152.3
143.8
274.3
301.3
159.1
228.4
249.0
220.0
131.3
124.9
117.2
271.9
121.6
233.6
170.0
138.2
258.6
265.9
155.1
123.2
225.6
292.1
188.9
113.2
207.9
292.9
215.5
114.0
176.8
284.4
136.1
255.0
136.5
265.9
137.8
278.0
114.8
247.3
298.5
188.5
107.5
201.8
288.0
207.5
122.4
176.8
283.2
256.6
124.5
123.2
239.3
260.6
156.3
110.8
215.5
284.8
190.5
97.10
159.9
270.7
241.3
121.6
145.0
258.2
250.2
124.1
101.9
242.9
284.4
168.0
111.2
206.3
274.3
186.9
97.50
165.2
277.6
116.8
244.5
135.7
254.6
238.9
172.0
241.3
286.8
282.8
277.2
223.2
110.4
130.9
170.8
138.2
201.4
128.5
251.8
127.3
124.1
251.4
112.0
268.7
142.6
170.8
284.0
191.3
89.85
225.6
151.5
275.2
153.5
230.8
252.6
266.7
109.5
128.5
101.9
294.1
112.8
236.1
216.3
116.4
278.4
256.6
186.9
283.2
148.6
253.4
151.0
116.8
188.1
229.6
125.3
243.7
276.4
166.0
105.5
195.4
288.0
105.1
209.1
168.4
269.1
233.6
110.0
131.7
269.9
129.3
155.5
194.6
218.3
279.6
99.12
263.1
268.7
80.18
94.28
257.4
198.2
266.3
152.3
228.8
133.3
209.5
105.9
144.2
253.8
110.8
252.2
130.5
117.2
180.1
266.3
216.7
281.6
107.5
130.9
138.6
258.2
193.8
245.3
221.2
268.7
155.5
109.5
284.0
194.2
284.8
221.6
114.8
92.27
183.7
111.6
215.5
230.8
122.4
262.7
299.7
225.6
259.4
143.0
150.2
134.5
273.1
243.7
171.6
135.7
126.9
278.0
112.8
255.0
119.6
155.9
267.9
219.1
290.5
198.6
120.0
208.3
293.3
172.4
135.7
291.7
108.7
255.8
219.1
263.1
130.9
206.7
271.5
280.8
91.06
131.3
181.3
177.2
163.9
231.2
110.4
276.4
114.4
120.4
101.1
239.7
253.0
190.9
277.6
168.4
267.9
280.0
128.9
219.5
127.3
121.2
147.0
256.2
161.1
240.1
272.3
256.2
263.1
115.2
296.1
134.1
173.2
285.2
271.1
197.4
249.0
133.3
235.7
213.5
113.2
172.8
116.0
258.6
108.3
199.0
170.4
107.1
288.9
218.3
180.9
278.4
131.7
244.9
284.0
137.8
124.5
124.9
251.8
144.2
226.8
108.3
281.2
84.61
123.2
253.0
184.9
273.9
163.9
279.2
118.4
240.5
107.5
269.5
149.8
101.9
135.3
259.4
289.3
145.4
229.6
220.4
254.2
280.8
271.1
104.7
224.0
172.8
184.9
251.4
110.4
146.6
145.4
112.4
98.31
209.9
200.6
271.1
144.6
244.9
291.3
170.4
167.2
270.3
232.4
112.8
103.5
143.0
270.3
207.5
282.4
232.4
120.0
89.45
264.3
295.7
157.5
218.3
275.6
161.5
105.9
271.5
153.1
130.9
219.1
243.3
120.0
253.8
118.0
143.4
115.6
188.5
261.5
112.0
218.3
283.2
134.9
272.7
189.7
267.9
139.0
222.4
185.3
202.6
223.2
283.6
103.5
294.9
283.6
163.1
116.8
259.8
92.67
266.3
141.8
277.6
139.8
131.3
270.7
237.7
119.2
163.9
213.1
223.2
290.9
160.3
143.8
114.4
263.9
260.2
280.4
211.1
109.5
228.0
109.1
128.1
248.6
274.7
126.5
124.1
254.6
201.4
110.8
251.0
288.9
211.1
163.1
104.3
190.5
106.3
261.5
103.1
286.8
186.9
121.6
191.7
286.0
174.4
212.3
236.1
124.9
123.2
288.0
255.0
131.3
99.92
103.9
145.0
235.7
262.3
217.1
280.0
200.6
284.0
169.2
268.7
102.3
160.7
293.7
130.5
246.1
257.8
154.3
262.7
132.9
128.1
270.3
105.9
165.2
196.2
244.9
240.5
118.0
105.9
252.6
202.2
274.3
140.2
98.71
125.3
286.0
240.5
188.5
288.4
177.2
219.1
172.8
134.5
270.3
218.3
280.4
256.6
127.3
89.85
147.0
166.8
128.1
189.3
258.6
272.7
106.7
116.4
234.9
153.5
291.3
268.7
233.6
110.4
245.7
124.5
272.3
159.1
109.5
277.6
186.5
276.4
225.2
116.8
145.8
187.7
143.4
114.4
251.4
251.0
218.7
176.8
170.0
216.3
277.2
247.3
290.1
199.0
236.9
276.4
112.8
130.5
109.5
129.7
224.8
159.1
278.0
263.9
124.9
262.7
105.9
116.0
88.64
292.5
205.8
240.5
111.6
108.7
262.3
278.0
246.5
217.9
158.7
154.7
125.3
120.0
218.7
136.5
184.1
153.5
117.2
197.8
265.1
261.0
136.1
226.0
117.6
295.3
273.1
252.2
276.8
158.3
97.50
213.5
283.6
188.9
108.3
190.5
236.9
298.5
101.5
126.9
142.6
140.6
242.9
278.0
269.5
267.1
201.4
156.7
220.4
119.2
287.6
272.7
251.8
222.0
133.3
145.8
262.3
259.4
101.5
116.4
209.9
159.5
114.8
115.2
192.6
245.3
201.8
103.9
293.3
220.4
125.7
132.5
257.4
269.1
155.1
131.3
122.4
214.3
168.8
185.7
284.8
285.6
232.0
268.7
195.4
108.3
103.1
193.8
242.1
128.1
154.3
263.1
213.1
139.4
280.8
268.3
278.4
100.3
107.1
155.1
253.8
99.92
164.7
128.9
286.4
254.6
112.4
267.1
235.7
136.1
240.1
256.2
269.1
105.9
125.7
263.9
211.1
141.0
281.6
244.9
160.7
96.30
189.7
149.0
135.3
239.7
284.8
176.8
98.71
189.3
268.7
216.3
126.9
170.4
282.0
250.6
122.0
245.7
122.4
268.7
150.6
111.6
288.4
231.6
190.1
96.30
174.4
243.7
301.3
116.8
157.9
278.0
248.2
118.8
130.5
257.0
281.2
157.9
109.1
172.4
177.6
220.8
112.8
222.4
103.9
148.2
267.1
275.2
255.0
247.8
147.8
211.9
286.8
